,Actor,Count,Rank
1825,克洛蒂尔德·莫勒,1,3
1826,克莱尔·莫里耶,1,3
1827,伊莎贝尔·南蒂,1,3
1828,多米尼克·皮侬,1,3
1829,阿尔蒂斯·德·彭居埃恩,1,3
1830,友兰达·梦露,1,3
1831,于尔班·康塞利埃,1,3
1832,莫里斯·贝尼舒,1,3
1833,米歇尔·罗班,1,3
1834,安德烈·达芒,1,3
1835,克洛德·佩隆,1,3
1836,阿尔梅尔,1,3
1837,迪基·奥尔加多,1,3
1838,KevinFernandes,1,3
1839,弗洛拉·吉耶,1,3
1840,阿莫里·巴博尔,1,3
1841,欧仁·贝蒂埃,1,3
1842,让·达里,1,3
1843,马克·阿米约,1,3
1844,萨姆·沃辛顿,2,3
1845,西格妮·韦弗,1,3
1846,史蒂芬·朗,1,3
1847,米歇尔·罗德里格兹,5,3
1848,乔·大卫·摩尔,1,3
1849,贾登·史密斯,1,3
1850,坦迪·牛顿,4,3
1851,布莱恩·豪威,2,3
1852,詹姆斯·凯伦,2,3
1853,丹·卡斯泰兰尼塔,1,3
1854,塔卡尤·费舍尔,1,3
1855,凯文·韦斯特,1,3
1856,GeorgeCheung,1,3
1857,戴维·迈克尔·西尔弗曼,1,3
1858,DomenicBove,1,3
1859,杰弗·卡伦,1,3
1860,JoyfulRaven,1,3
1861,斯科特·克拉斯,1,3
1862,比利·赞恩,1,3
1863,弗兰西丝·费舍,1,3
1864,格劳瑞亚·斯图尔特,1,3
1865,比尔·帕克斯顿,2,3
1866,伯纳德·希尔,2,3
1867,大卫·沃纳,1,3
1868,乔纳森·海德,1,3
1869,苏茜·爱米斯,1,3
1870,刘易斯·阿伯内西,1,3
1871,NicholasCascone,1,3
1872,AnatolyM.Sagalevitch,1,3
1873,丹尼·努齐,1,3
1874,杰森·贝瑞,1,3
1875,伊万·斯图尔特,1,3
1876,艾恩·格拉法德,1,3
1877,乔纳森·菲利普斯,1,3
1878,马克·林赛·查普曼,1,3
1879,理查德·格拉翰,1,3
1880,PaulBrightwell,1,3
1881,艾瑞克·布里登,1,3
1882,夏洛特·查顿,1,3
1883,博纳德·福克斯,1,3
1884,迈克尔·英塞恩,1,3
1885,FannieBrett,1,3
1886,RosalindAyres,1,3
1887,罗切尔·罗斯,1,3
1888,JonathanEvans-Jones,1,3
1889,SimonCrane,1,3
1890,爱德华德·弗莱彻,1,3
1891,ScottAnderson,1,3
1892,MartinEast,1,3
1893,克雷格·凯利,1,3
1894,格雷戈里·库克,1,3
1895,LiamTuohy,1,3
1896,JamesLancaster,1,3
1897,艾尔莎·瑞雯,1,3
1898,LewPalter,1,3
1899,TerryForrestal,1,3
1900,KevinDeLaNoy,1,3
1901,约瑟夫·高登-莱维特,4,3
1902,渡边谦,3,3
1903,汤姆·哈迪,4,3
1904,迪利普·劳,1,3
1905,汤姆·贝伦杰,1,3
1906,迈克尔·凯恩,8,3
1907,卢卡斯·哈斯,2,3
1908,皮特·波斯尔思韦特,1,3
1909,伊桑·霍克,5,3
1910,弗农·多布切夫,1,3
1911,姜武,4,3
1912,邵兵,3,3
1913,苗圃,2,3
1914,胡军,5,3
1915,马珂,1,3
1916,白冰,3,3
1917,李静,1,3
1918,胡明,2,3
1919,危笑,1,3
1920,杨奇雨,1,3
1921,赵铭,1,3
1922,柊瑠美,2,3
1923,入野自由,1,3
1924,夏木真理,1,3
1925,菅原文太,1,3
1926,内藤刚志,1,3
1927,泽口靖子,1,3
1928,池内博之,1,3
1929,林家栋,5,3
1930,黄又南,1,3
1931,钮承泽,2,3
1932,陈意涵,2,3
1933,王景春,2,3
1934,朱茵,3,3
1935,蔡少芬,2,3
1936,蓝洁瑛,3,3
1937,罗家英,4,3
1938,刘镇伟,3,3
1939,陆树铭,2,3
1940,加里·西尼斯,1,3
1941,MichaelConnerHumphreys,1,3
1942,赫克托·埃里仲杜,1,3
1943,希瑟·玛塔拉佐,1,3
1944,曼迪·摩尔,1,3
1945,卡罗琳·古多尔,2,3
1946,罗伯特·舒瓦兹曼,1,3
1947,伊瑞克·冯·迪滕,1,3
1948,帕特里克·约翰·弗鲁格,1,3
1949,肖恩·奥布赖恩,1,3
1950,KathleenMarshall,1,3
1951,MindyBurbano,1,3
1952,KimleighSmith,1,3
1953,ElizabethGudenrath,1,3
1954,本·贝尔特,1,3
1955,艾丽莎·奈特,1,3
1956,杰夫·格尔林,1,3
1957,佛莱德·威拉特,1,3
1958,爱德华·阿斯纳,1,3
1959,乔丹·长井,1,3
1960,鲍勃·彼德森,2,3
1961,戴尔里·林多,1,3
1962,约翰·拉岑贝格,3,3
1963,大卫·卡耶,1,3
1964,唐纳德·富利洛夫,1,3
1965,杰斯·哈梅尔,1,3
1966,乔什·库雷,2,3
1967,苏拉·沙玛,1,3
1968,拉菲·斯波,3,3
1969,热拉尔·德帕迪约,2,3
1970,塔布,1,3
1971,阿迪勒·侯赛因,1,3
1972,阿尤什·坦东,1,3
1973,王柏杰,2,3
1974,俊·奈托,1,3
1975,罗伯特·雷德福,1,3
1976,卡兰·马尔韦,2,3
1977,珍妮·艾加特,1,3
1978,乔治·圣皮埃尔,1,3
1979,盖瑞·山德林,2,3
1980,黄经汉,3,3
1981,阿德托库姆布斯·麦克马克,1,3
1982,多米尼克·瑞恩斯,1,3
1983,刘以达,2,3
1984,薛家燕,1,3
1985,李兆基,2,3
1986,江希文,1,3
1987,欧锦棠,1,3
1988,钟丽缇,2,3
1989,梁荣忠,2,3
1990,黄一山,3,3
1991,弗朗卡·波滕特,3,3
1992,阿德沃尔·阿吉纽依-艾格拜吉,2,3
1993,加布里埃尔·曼,2,3
1994,沃尔顿·戈金斯,2,3
1995,约什·汉密尔顿,1,3
1996,OrsoMariaGuerrini,1,3
1997,克里斯蒂安·贝尔,5,3
1998,希斯·莱杰,2,3
1999,艾伦·艾克哈特,1,3
2000,玛吉·吉伦哈尔,2,3
2001,内斯特·卡博内尔,2,3
2002,埃里克·罗伯茨,2,3
2003,威廉·菲德内尔,1,3
2004,梅尔·吉布森,1,3
2005,苏菲·玛索,1,3
2006,辛·劳洛,1,3
2007,凯瑟琳·麦克马克,2,3
2008,安古斯·麦克菲登,1,3
2009,陈炳强,1,3
2010,赵志凌,2,3
2011,周秀娜,1,3
2012,杨迪,1,3
2013,谢晶晶,1,3
2014,何文辉,2,3
2015,唐艺昕,1,3
2016,张煜雯,1,3
2017,葛行于,1,3
2018,张超理,1,3
2019,杨千嬅,2,3
2020,司徒慧焯,2,3
2021,方皓玟,1,3
2022,谷祖琳,2,3
2023,缪非临,1,3
2024,黄德斌,1,3
2025,张达明,2,3
2026,徐天佑,1,3
2027,周振辉,1,3
2028,杨子姗,2,3
2029,江疏影,1,3
2030,刘雅瑟,2,3
2031,张瑶,1,3
2032,王佳佳,1,3
2033,黄明,1,3
2034,王森,1,3
2035,黄小蕾,3,3
2036,韩红,1,3
2037,杨澜,1,3
2038,宫哲,1,3
2039,崔文璐,1,3
2040,克里斯托弗·沃尔兹,2,3
2041,凯丽·华盛顿,2,3
2042,丹尼斯·克里斯托弗,1,3
2043,乔纳·希尔,4,3
2044,詹姆斯·瑞马尔,1,3
2045,爱波·塔布琳,1,3
2046,弗兰科·内罗,1,3
2047,罗伯特·卡拉丁,1,3
2048,佐伊·贝尔,1,3
2049,郑佩佩,2,3
2050,梁家仁,1,3
2051,黄霑,1,3
2052,吴镇宇,1,3
2053,陈辉虹,1,3
2054,宣萱,1,3
2055,温翠萍,1,3
2056,保罗·沃克,3,3
2057,杰森·斯坦森,4,3
2058,乔丹娜·布鲁斯特,3,3
2059,卢达克里斯,5,3
2060,道恩·强森,4,3
2061,卢卡斯·布莱克,1,3
2062,库尔特·拉塞尔,3,3
2063,娜塔莉·伊曼纽尔,2,3
2064,埃尔莎·帕塔奇,4,3
2065,盖尔·加朵,5,3
2066,约翰·布罗特顿,1,3
2067,卢克·伊万斯,6,3
2068,托尼·贾,1,3
2069,诺尔·古格雷米,2,3
2070,阿里·扎勒,1,3
2071,姜成镐,3,3
2072,龙达·鲁西,1,3
2073,伊吉·阿德利亚,1,3
2074,乔恩·李·布罗迪,1,3
2075,刘若英,2,3
2076,王宝强,8,3
2077,尤勇,2,3
2078,冯远征,3,3
2079,凯瑟琳·泽塔-琼斯,1,3
2080,齐·麦克布赖德,2,3
2081,迭戈·卢纳,1,3
2082,巴里·沙巴卡·亨利,1,3
2083,库玛·帕拉纳,1,3
2084,EddieJones,1,3
2085,科瑞·雷诺兹,1,3
2086,古列雷莫·迪亚兹,1,3
2087,RiniBell,1,3
2088,瓦列里·尼古拉耶夫,1,3
2089,迈克尔·诺里,1,3
2090,佟大为,4,3
2091,松隆子,2,3
2092,冈田将生,1,3
2093,木村佳乃,1,3
2094,西井幸人,1,3
2095,桥本爱,1,3
2096,芦田爱菜,2,3
2097,三吉彩花,1,3
2098,藤原薰,1,3
2099,井之胁海,1,3
2100,清水尚弥,1,3
2101,高桥努,1,3
2102,一井直树,1,3
2103,能年玲奈,1,3
2104,新井浩文,1,3
2105,野本萤,1,3
2106,任素汐,1,3
2107,大力,1,3
2108,刘帅良,1,3
2109,裴魁山,1,3
2110,阿如那,1,3
2111,韩彦博,1,3
2112,卜冠今,1,3
2113,王堃,1,3
2114,高阳,1,3
2115,苏千越,1,3
2116,查尔斯·亚瑟,1,3
2117,王峰,1,3
2118,上白石萌音,1,3
2119,长泽雅美,1,3
2120,市原悦子,1,3
2121,成田凌,1,3
2122,悠木碧,1,3
2123,岛崎信长,1,3
2124,石川界人,1,3
2125,谷花音,1,3
2126,张磊,1,3
2127,林子杰,1,3
2128,吴文伦,1,3
2129,童自荣,1,3
2130,刘九容,1,3
2131,吴迪,1,3
2132,刘北辰,1,3
2133,赵乾景,1,3
2134,周帅,1,3
2135,蒂莫西·斯波,2,3
2136,詹妮弗·艾莉,1,3
2137,德里克·雅各比,2,3
2138,安东尼·安德鲁斯,1,3
2139,克莱尔·布鲁姆,1,3
2140,高圆圆,4,3
2141,尹子维,3,3
2142,李施嬅,1,3
2143,贾晓晨,2,3
2144,文斯·沃恩,3,3
2145,卢克·布雷西,1,3
2146,泰莉莎·帕尔墨,1,3
2147,瑞切尔·格里菲斯,1,3
2148,纳撒尼尔·布佐尼克,1,3
2149,理查德·劳斯伯格,1,3
2150,马特·纳夫莱,1,3
2151,费拉斯·迪拉尼,1,3
2152,瑞安·柯尔,1,3
2153,卢克·佩格勒,1,3
2154,香川照之,3,3
2155,袁丁,1,3
2156,姜宏波,2,3
2157,陈强,1,3
2158,丛志军,1,3
2159,喜子,1,3
2160,李海滨,1,3
2161,泽田谦也,2,3
2162,蔡卫东,1,3
2163,陈莲梅,1,3
2164,宫路佳具,1,3
2165,梶冈润一,2,3
2166,杰西·艾森伯格,4,3
2167,伍迪·哈里森,5,3
2168,戴夫·弗兰科,1,3
2169,梅拉尼·罗兰,2,3
2170,迈克尔·凯利,1,3
2171,维特维斯特·海伦亚沃恩酷,1,3
2172,马里奥·毛瑞尔,2,3
2173,赖拉·邦雅淑,1,3
2174,坎雅·拉坦娜佩琦,1,3
2175,辛扎伊·本班尼,1,3
2176,松希·努诺卡空希,1,3
2177,姘潘·布拉娜嫔,1,3
2178,吉拉育·拉翁马尼,1,3
2179,阿缇·尼永库,1,3
2180,查妮达·彭西皮帕特,1,3
2181,孙红雷,2,3
2182,姚晨,5,3
2183,安以轩,1,3
2184,邬逸聪,2,3
2185,关晓彤,2,3
2186,窦文涛,1,3
2187,赵宝刚,2,3
2188,乐嘉,1,3
2189,王希维,1,3
2190,孙艺珍,1,3
2191,曹承佑,1,3
2192,赵寅成,1,3
2193,李己雨,1,3
2194,金秉玉,2,3
2195,徐英姬,1,3
2196,罗素·克劳,3,3
2197,乔什·卢卡斯,1,3
2198,陶慧,1,3
2199,岳小军,2,3
2200,沈腾,3,3
2201,张俪,1,3
2202,马苏,2,3
2203,刘美含,1,3
2204,王砚辉,2,3
2205,郭涛,8,3
2206,熊乃瑾,1,3
2207,夏雨,4,3
2208,雷佳音,2,3
2209,雍梦婷,1,3
2210,梁浩,1,3
2211,本木雅弘,1,3
2212,广末凉子,2,3
2213,山崎努,1,3
2214,吉行和子,2,3
2215,笹野高史,1,3
2216,余贵美子,1,3
2217,奥莉维亚·威廉姆斯,1,3
2218,唐尼·沃尔伯格,1,3
2219,特拉沃·摩根,1,3
2220,彼得·安东尼·唐伯蒂斯,1,3
2221,格伦·菲茨杰拉德,1,3
2222,米莎·巴顿,1,3
2223,LisaSummerour,1,3
2224,FirdousBamji,1,3
2225,杰弗里·泽布尼斯,1,3
2226,郝蕾,2,3
2227,张国强,4,3
2228,朱子墨,1,3
2229,李一情,1,3
2230,陈莹,1,3
2231,黄建新,2,3
2232,吉约姆·卡内,1,3
2233,蒂博?费尔哈格,1,3
2234,约瑟芬·勒巴-乔利,1,3
2235,艾曼妞·格伦沃尔德,1,3
2236,杰拉德·沃特金斯,1,3
2237,吉尔·勒卢什,1,3
2238,朱莉娅·福雷,1,3
2239,La?tiziaVeneziaTarnowska,1,3
2240,艾乐蒂·纳瓦,1,3
2241,NathalieNattier,1,3
2242,RobertWillar,1,3
2243,FrédéricGeerts,1,3
2244,ManuelaSanchez,1,3
2245,PhilippeDrecq,1,3
2246,比利·克里斯托,2,3
2247,玛丽·吉布斯,1,3
2248,詹姆斯·柯本,1,3
2249,詹妮弗·提莉,1,3
2250,弗兰克·奥兹,2,3
2251,丹尼尔·吉尔森,2,3
2252,邦尼·亨特,3,3
2253,杰克·安琪,1,3
2254,SamuelLordBlack,1,3
2255,SteveSusskind,1,3
2256,劳拉·哈灵,1,3
2257,安·米勒,1,3
2258,贾斯汀·塞洛克斯,1,3
2259,斯科特·科菲,1,3
2260,梅利莎·乔治,2,3
2261,布兰特·布里斯科,1,3
2262,罗伯特·福斯特,1,3
2263,凯瑟琳·汤,1,3
2264,李·格兰特,1,3
2265,比利·雷·赛勒斯,1,3
2266,查德·艾微特,1,3
2267,丽塔·塔格特,1,3
2268,洛里·海瑞,1,3
2269,安琪洛·巴达拉曼提,1,3
2270,迈克尔·德·巴雷斯,1,3
2271,马库斯·格雷厄姆,1,3
2272,丹·哈达亚,1,3
2273,马克·佩雷格里诺,1,3
2274,蒙蒂·蒙特格美里,1,3
2275,迈克尔·J·安德森,1,3
2276,查理·汉纳姆,1,3
2277,菊地凛子,1,3
2278,查理·戴,2,3
2279,朗·普尔曼,2,3
2280,伯恩·戈曼,2,3
2281,小克利夫顿·克林斯,1,3
2282,迪亚哥·克莱特霍夫,1,3
2283,希瑟·多克森,1,3
2284,罗伯特·梅耶,1,3
2285,赵丽颖,1,3
2286,董子健,1,3
2287,易小星,1,3
2288,张本煜,1,3
2289,李荣浩,1,3
2290,李淳,2,3
2291,孙伊涵,1,3
2292,熊黎,1,3
2293,李春嫒,1,3
2294,潘米,1,3
2295,小马达,1,3
2296,金毛期期,1,3
2297,孙启恒,1,3
2298,孙强,1,3
2299,彭菲茗,1,3
2300,贾川西,1,3
2301,张国庆,1,3
2302,程诚,1,3
2303,白珞力,1,3
2304,方励,2,3
2305,郭佳杰,1,3
2306,冷海鸣,1,3
2307,伊恩·麦克莱恩,12,2
2308,帕特里克·斯图尔特,5,3
2309,安娜·帕奎因,4,3
2310,彼特·丁拉基,2,3
2311,肖恩·阿什莫,2,3
2312,波波·斯图尔特,1,3
2313,阿丹·坎托,1,3
2314,斯科特·安第斯,1,3
2315,瑞恩·波特,1,3
2316,丹尼尔·海尼,2,3
2317,杰米·钟,1,3
2318,小达蒙·韦恩斯,1,3
2319,珍尼希斯·罗德里格兹,1,3
2320,詹姆斯·克伦威尔,2,3
2321,艾伦·图代克,5,3
2322,玛娅·鲁道夫,2,3
2323,亚布拉哈姆·本鲁比,1,3
2324,凯蒂·洛斯,2,3
2325,比利·布什,1,3
2326,保罗·布里格斯,1,3
2327,连晋,1,3
2328,琳达·卡德里尼,1,3
2329,格拉汉姆·贝克尔,1,3
2330,斯科特·迈克尔·坎贝尔,1,3
2331,大卫·哈伯,1,3
2332,RobertaMaxwell,1,3
2333,皮特·麦克罗比,1,3
2334,大卫·鲍伊,1,3
2335,西恩·奥斯汀,4,3
2336,维果·莫腾森,3,3
2337,凯特·布兰切特,7,3
2338,克里斯托弗·李,9,3
2339,丽芙·泰勒,3,3
2340,伊安·霍姆,7,3
2341,多米尼克·莫纳汉,3,3
2342,萨拉·贝克,1,3
2343,约翰·瑞斯-戴维斯,3,3
2344,安东内拉·阿蒂利,1,3
2345,恩佐·卡拉瓦勒,1,3
2346,艾萨·丹尼埃利,1,3
2347,里奥·故罗塔,1,3
2348,马克·莱昂纳蒂,1,3
2349,普佩拉·玛奇奥,1,3
2350,阿格妮丝·那诺,1,3
2351,莱奥波多·特里耶斯泰,1,3
2352,萨瓦特利·卡西欧,1,3
2353,塔诺·希玛罗萨,1,3
2354,尼古拉·迪·平托,1,3
2355,RobertaLena,1,3
2356,尼诺·戴罗佐,1,3
2357,雅克·贝汉,1,3
2358,布丽吉特·佛西,1,3
2359,菲利普·努瓦雷,1,3
2360,乔治·克鲁尼,2,3
2361,安娜·肯德里克,2,3
2362,杰森·贝特曼,4,3
2363,AmyMorton,1,3
2364,扎克·加利凡纳基斯,4,3
2365,柳承龙,1,3
2366,朴信惠,1,3
2367,郑镇荣,1,3
2368,金正泰,1,3
2369,吴达洙,3,3
2370,朴元尚,1,3
2371,郑满植,1,3
2372,葛素媛,1,3
2373,达科塔·高尤,1,3
2374,凯文·杜兰,1,3
2375,奥嘉·方达,1,3
2376,肥龙,1,3
2377,王祖贤,4,3
2378,午马,2,3
2379,刘兆铭,1,3
2380,薛芷伦,1,3
2381,胡大为,1,3
2382,雷·罗马诺,3,3
2383,约翰·雷吉扎莫,4,3
2384,西恩·威廉·斯科特,2,3
2385,乔希·佩克,1,3
2386,奎恩·拉提法,1,3
2387,杰·雷诺,1,3
2388,克里斯·韦奇,2,3
2389,彼得·阿克曼,1,3
2390,约瑟夫·博洛尼亚,1,3
2391,彼得·德塞夫,1,3
2392,徐若瑄,2,3
2393,胡可,1,3
2394,巩新亮,1,3
2395,车晓,1,3
2396,罗海琼,2,3
2397,何佳怡,1,3
2398,李琳,1,3
2399,宋慧乔,1,3
2400,赵本山,1,3
2401,小沈阳,3,3
2402,王庆祥,2,3
2403,张晋,1,3
2404,卢海鹏,2,3
2405,冯克安,2,3
2406,刘家勇,1,3
2407,张智霖,1,3
2408,尚铁龙,1,3
2409,罗莽,1,3
2410,MaileFlanagan,1,3
2411,JasonFricchione,1,3
2412,帕特里克·斯威兹,1,3
2413,黛米·摩尔,1,3
2414,托尼·戈德温,1,3
2415,乌比·戈德堡,2,3
2416,阿部宽,1,3
2417,木村多江,1,3
2418,大森南朋,1,3
2419,吉冈秀隆,1,3
2420,乔什·哈奈特,1,3
2421,凯特·贝金赛尔,1,3
2422,小库珀·古丁,1,3
2423,迈克尔·珊农,2,3
2424,杰米·金,1,3
2425,多姆纳尔·格里森,4,3
2426,克蕾曼丝·波西,1,3
2427,海伦·麦克洛瑞,3,3
2428,马修·刘易斯,1,3
2429,克里斯汀·贝尔,2,3
2430,伊迪娜·门泽尔,1,3
2431,乔纳森·格罗夫,1,3
2432,圣蒂诺·方塔纳,1,3
2433,克里斯·威廉姆斯,1,3
2434,斯蒂芬·安德森,1,3
2435,伊迪·迈克莱尔,1,3
2436,罗伯特·派恩,1,3
2437,莫里斯·拉马奇,2,3
2438,安努舒卡·莎玛,1,3
2439,桑杰·达特,1,3
2440,沙鲁巴·舒克拉,2,3
2441,苏尚特·辛格·拉吉普特,1,3
2442,帕里卡沙特.萨赫尼,1,3
2443,阿马尔迪普·杰哈,1,3
2444,瑞玛·德纳斯,1,3
2445,迪伦德拉·德维韦迪,1,3
2446,赛·甘德沃尔,1,3
2447,拉姆·P·塞蒂,1,3
2448,安吉丽娜·朱莉,6,3
2449,亚当·布罗迪,1,3
2450,克里斯·韦兹,1,3
2451,RachaelHuntley,1,3
2452,斯蒂芬妮·玛奇,1,3
2453,詹妮弗·莫里森,1,3
2454,TheresaBarrera,1,3
2455,佩瑞·里维斯,1,3
2456,MelanieTolbert,1,3
2457,杰瑞·T·亚当斯,1,3
2458,阿米·汉莫,1,3
2459,乔什·平茨,3,3
2460,艾比·森哈,1,3
2461,布兰达·宋,1,3
2462,达科塔·约翰逊,1,3
2463,艾伦·索金,1,3
2464,艾玛·菲茨帕特里克,1,3
2465,玛莱斯·裘,1,3
2466,马克·索尔,1,3
2467,达斯汀·菲兹莫斯,1,3
2468,帕特里克·马佩尔,1,3
2469,中谷美纪,1,3
2470,瑛太,1,3
2471,市川实日子,1,3
2472,伊势谷友介,1,3
2473,柄本明,1,3
2474,黑泽明日香,1,3
2475,荒川良良,1,3
2476,土屋安娜,1,3
2477,奥之矢佳奈,1,3
2478,谷原章介,1,3
2479,武田真治,1,3
2480,片平渚,1,3
2481,宫藤官九郎,1,3
2482,角野卓造,1,3
2483,木村KAELA,1,3
2484,谷中敦,1,3
2485,剧团一人,1,3
2486,牛犇,2,3
2487,张璐,1,3
2488,董飞,1,3
2489,刘天池,1,3
2490,董立范,1,3
2491,黄宗洛,1,3
2492,刘燕瑾,1,3
2493,杨同顺,1,3
2494,杨采妮,4,3
2495,杨紫琼,3,3
2496,成龙,9,3
2497,塞斯·罗根,3,3
2498,达斯汀·霍夫曼,6,3
2499,尚格·云顿,2,3
2500,丹尼斯·海斯伯特,1,3
2501,倪景阳,1,3
2502,元秋,1,3
2503,元华,1,3
2504,黄圣依,2,3
2505,梁小龙,1,3
2506,董志华,1,3
2507,陈凯师,1,3
2508,贾康熙,1,3
2509,任珈锐,1,3
2510,王仕颖,1,3
2511,朱诺·坦普尔,2,3
2512,丹尼尔·逊亚塔,1,3
2513,乔伊·金,1,3
2514,艾丹·吉伦,1,3
2515,乔什·斯图沃特,3,3
2516,马修·莫迪恩,1,3
2517,本·门德尔森,1,3
2518,科洛·莫瑞兹,3,3
2519,克里斯托夫·梅兹-普莱瑟,3,3
2520,琳德西·冯塞卡,1,3
2521,黛博拉·特维斯,1,3
2522,GarrettM.Brown,1,3
2523,苏菲·吴,1,3
2524,布莱德利·库珀,5,3
2525,凯文·康诺利,2,3
2526,德鲁·巴里摩尔,3,3
2527,贾斯汀·朗,1,3
2528,金妮弗·古德温,2,3
2529,高旗,1,3
2530,吴超,1,3
2531,高亚麟,1,3
2532,涂松岩,1,3
2533,伍仕贤,1,3
2534,李丽虹,1,3
2535,葛存壮,1,3
2536,杰伊·巴鲁切尔,2,3
2537,克雷格·费格森,2,3
2538,亚美莉卡·费雷拉,2,3
2539,罗宾·阿特金·唐斯,1,3
2540,菲利普·麦格雷德,2,3
2541,基隆·埃利奥特,2,3
2542,阿什利·詹森,1,3
2543,大卫·田纳特,1,3
2544,乔·潘托里亚诺,2,3
2545,小马克·布恩,1,3
2546,拉什·费加,1,3
2547,乔雅·福克斯,1,3
2548,哈里特·桑塞姆·哈里斯,1,3
2549,金伯利·坎贝尔,1,3
2550,玛丽安妮·穆勒雷尔,1,3
2551,拉里·霍尔登,1,3
2552,郑伊健,2,3
2553,陈逸宁,1,3
2554,田蕊妮,1,3
2555,王馨平,1,3
2556,王太利,2,3
2557,邵音音,1,3
2558,尹志文,1,3
2559,彭浩翔,1,3
2560,魏雨琦,1,3
2561,林兆霞,1,3
2562,曾恺玹,1,3
2563,苏明明,1,3
2564,卡西·阿弗莱克,2,3
2565,科尔·豪瑟,1,3
2566,JohnMighton,1,3
2567,RachelMajorowski,1,3
2568,ColleenMcCauley,1,3
2569,MattMercier,1,3
2570,RalphSt.George,1,3
2571,RobLynds,1,3
2572,DanWashington,1,3
2573,AlisonFolland,1,3
2574,戴文·萨瓦,1,3
2575,艾丽·拉特,1,3
2576,科尔·史密斯,1,3
2577,克里森·克拉克,1,3
2578,丹尼尔·洛巴克,1,3
2579,罗杰·格午埃文·史密斯,1,3
2580,查德·多纳拉,1,3
2581,托尼·托德,3,3
2582,阿曼达·达特曼,1,3
2583,布兰登·费尔,1,3
2584,ForbesAngus,1,3
2585,LisaMarieCaruk,1,3
2586,克里斯汀·查特莱恩,1,3
2587,芭芭拉·泰森,1,3
2588,瑞恩·高斯林,2,3
2589,约翰·传奇,1,3
2590,罗丝玛丽·德薇特,1,3
2591,芬·维特洛克,1,3
2592,杰西卡·罗德,1,3
2593,水野索诺娅,2,3
2594,考莉·埃尔南德斯,1,3
2595,汤姆·艾弗瑞特·斯科特,1,3
2596,米根·费伊,1,3
2597,达蒙·冈普顿,1,3
2598,贾森·福克斯,1,3
2599,艾米·科恩,1,3
2600,特里·沃尔特斯,1,3
2601,汤姆·谢尔顿,1,3
2602,辛达·亚当斯,1,3
2603,克劳丁·克劳迪奥,1,3
2604,D·A·瓦拉赫,1,3
2605,特雷弗·里斯奥尔,1,3
2606,奥莉维亚·汉密尔顿,1,3
2607,安娜·查泽雷,1,3
2608,马里乌斯·代·弗里斯,1,3
2609,妮科尔·库隆,1,3
2610,迈尔斯·安德森,1,3
2611,约翰·辛德曼,1,3
2612,瓦拉里·雷·米勒,1,3
2613,基夫·范登·霍伊维尔,1,3
2614,佐伊·霍尔,1,3
2615,登普西·帕皮恩,1,3
2616,辛德拉·车,1,3
2617,米基·洛克,2,3
2618,山姆·洛克威尔,2,3
2619,秦昊,2,3
2620,喻恩泰,2,3
2621,王彦霖,1,3
2622,尹昉,1,3
2623,李九霄,1,3
2624,张亦驰,1,3
2625,凌琳,1,3
2626,陈诺,1,3
2627,王紫璇,1,3
2628,唐佐辉,1,3
2629,陈卫,1,3
2630,李润,1,3
2631,杜淳,1,3
2632,闫妮,5,3
2633,霍思燕,1,3
2634,杜江,1,3
2635,王传君,1,3
2636,马晓伟,1,3
2637,吕行,1,3
2638,乔笑笑,1,3
2639,刘天阳,1,3
2640,赵海涛,1,3
2641,叶禾,1,3
2642,周敬峰,1,3
2643,杨露璐,1,3
2644,松峰莉璃,1,3
2645,松浦敬之,1,3
2646,平田康之,1,3
2647,张晓龙,1,3
2648,郭晓小,1,3
2649,小黑,1,3
2650,兰德尔·杜克·金,2,3
2651,艾德·赫尔姆斯,1,3
2652,贾斯汀·巴萨,1,3
2653,海瑟·格拉汉姆,1,3
2654,萨莎·巴瑞斯,1,3
2655,杰弗里·塔伯,1,3
2656,迈克·泰森,1,3
2657,约纳斯·阿姆斯特朗,1,3
2658,奇克·盖瑞,1,3
2659,弗朗茨·德拉姆,1,3
2660,德拉戈米尔·米希克,1,3
2661,夏洛特·莱利,1,3
2662,羽田正义,1,3
2663,特伦斯·梅纳德,1,3
2664,诺亚·泰勒,2,3
2665,玛德琳·曼托克,1,3
2666,谢霆锋,3,3
2667,井柏然,2,3
2668,付辛博,1,3
2669,蔡卓妍,3,3
2670,吕燕,1,3
2671,伊莎贝尔·卢卡斯,2,3
2672,安德莉亚·埃克特,1,3
2673,汉诺·波西尔,1,3
2674,KarlBruckschwaiger,1,3
2675,沙尔托·科普雷,1,3
2676,詹森·库伯,1,3
2677,娜塔莉·博尔特,1,3
2678,茜尔雯·斯特赖克,1,3
2679,威廉·艾伦·扬,1,3
2680,尼克·布雷克,1,3
2681,杰德·布罗菲,2,3
2682,路易斯·米纳尔,1,3
2683,瓦妮莎·海伍德,1,3
2684,玛丽安·胡曼,1,3
2685,维多利奥·莱奥纳迪,1,3
2686,曼德拉·加杜卡,1,3
2687,约翰·范·肖尔,1,3
2688,斯特拉·斯廷坎普,1,3
2689,戴维·詹姆斯,1,3
2690,肯尼思·恩科西,1,3
2691,蒂姆·戈登,1,3
2692,莫尔内·埃拉斯姆斯,1,3
2693,尤金·孔巴尼瓦,1,3
2694,赫棱基维·马德拉拉,1,3
2695,西雅邦加·拉德贝,1,3
